step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
1180,269,4,133,514,783,0,11413.0,42.427509293680295,4.369237220430518
1181,270,4,135,514,784,0,11462.0,42.45185185185185,4.229296985434585
1182,271,4,135,514,785,0,11514.0,42.48708487084871,4.153954961420527
1183,270,4,136,515,785,0,11572.0,42.85925925925926,4.157707978111075
1184,271,4,142,515,786,0,11635.0,42.93357933579336,4.160349887653932
1185,272,4,142,515,787,0,11520.0,42.35294117647059,4.069399174177509
1186,272,4,140,515,787,0,11177.0,41.091911764705884,4.011775022035643
1187,270,4,146,518,788,0,10837.0,40.13703703703704,3.850372041562822
1188,270,4,146,519,789,0,10520.0,38.96296296296296,3.734955126326701
1189,270,4,150,519,789,0,10227.0,37.87777777777778,3.646709411165691
1190,271,4,153,519,790,0,9943.0,36.690036900369,3.5401587276135245
1191,272,4,157,519,791,0,10090.0,37.095588235294116,3.4113444031311375
1192,271,4,158,520,791,0,10243.0,37.7970479704797,3.2746865010123534
1193,271,4,165,521,792,0,10407.0,38.40221402214022,3.1412051974728956
1194,272,4,169,521,793,0,10575.0,38.87867647058823,3.025338815443046
1195,272,4,174,521,793,0,10749.0,39.518382352941174,3.0083047091655626
1196,271,4,178,523,794,0,10917.0,40.284132841328415,2.875384663377389
1197,270,4,176,525,795,0,10837.0,40.13703703703704,2.770267352344597
1198,269,4,180,526,795,0,10995.0,40.87360594795539,2.6735461852879037
1199,268,4,182,528,796,0,11175.0,41.69776119402985,2.5270207864435164
1200,268,4,180,529,797,0,11206.0,41.8134328358209,2.4175200678104134
1201,268,4,179,529,797,0,11313.0,42.21268656716418,2.5214745183107157
1202,267,4,183,531,798,0,11432.0,42.81647940074907,2.521501100361382
1203,268,4,184,531,799,0,11605.0,43.30223880597015,2.6092351958261943
1204,268,4,185,531,799,0,11790.0,43.992537313432834,2.6754789224587303
1205,269,4,187,531,800,0,11946.0,44.4089219330855,2.6542649078325953
1206,269,4,187,532,801,0,12092.0,44.951672862453535,2.6135419780325355
1207,268,4,189,533,801,0,12258.0,45.73880597014925,2.48775275705416
1208,269,4,191,533,802,0,12426.0,46.193308550185876,2.4046898929710725
1209,269,4,192,534,803,0,12608.0,46.86988847583643,2.324977652957389
1210,269,4,192,534,803,0,12791.0,47.55018587360595,2.283248231721335
1211,270,4,194,534,804,0,12949.0,47.95925925925926,2.25565812394869
1212,270,4,194,535,805,0,13132.0,48.63703703703704,2.252753325622665
1213,270,4,195,535,805,0,13327.0,49.35925925925926,2.1733210846512483
1214,271,4,196,535,806,0,13480.0,49.74169741697417,2.109001890048935
1215,268,5,166,538,806,0,12609.0,47.048507462686565,2.1886640934663677
1216,268,4,151,539,807,0,12312.0,45.940298507462686,2.421367114368447
1217,269,4,152,539,808,0,12258.0,45.56877323420074,2.660242646411219
1218,268,5,152,540,808,0,12402.0,46.276119402985074,2.9089360959582726
1219,268,4,155,541,809,0,12397.0,46.257462686567166,3.0147107880026374
1220,269,4,154,541,810,0,12312.0,45.76951672862454,3.072088116267347
1221,270,4,155,541,811,0,12288.0,45.51111111111111,3.0749566698154474
1222,269,4,153,542,811,0,12267.0,45.60223048327138,2.957024989534632
1223,268,4,160,544,812,0,12269.0,45.77985074626866,2.855015853209383
1224,269,4,163,544,813,0,12293.0,45.698884758364315,2.822432030444894
1225,269,4,165,544,813,0,12326.0,45.82156133828996,2.6971033554423873
1226,270,4,169,544,814,0,12358.0,45.77037037037037,2.648656644144837
1227,271,4,172,544,815,0,12406.0,45.77859778597786,2.634043583088544
1228,271,4,173,544,815,0,12457.0,45.96678966789668,2.583785947144731
1229,272,4,179,544,816,0,12635.0,46.45220588235294,2.463666668732577
1230,273,4,174,544,817,0,12600.0,46.15384615384615,2.280007608241024
1231,271,4,178,546,817,0,12773.0,47.132841328413285,2.106559416819873
1232,270,4,181,548,818,0,12948.0,47.955555555555556,1.9796821001901266
1233,271,4,189,548,819,0,13136.0,48.47232472324723,1.8805459929026016
1234,271,4,193,548,819,0,13329.0,49.18450184501845,1.8092169450843112
1235,271,5,202,548,819,0,13531.0,49.92988929889299,1.7519265442989342
1236,272,5,209,548,820,0,13739.0,50.5110294117647,1.7323501069358525
1237,272,5,210,548,820,0,13947.0,51.275735294117645,1.7515879394361005
1238,273,5,214,548,821,0,14160.0,51.86813186813187,1.6845081646722373
1239,274,5,214,548,822,0,14373.0,52.456204379562045,1.6188963624725132
1240,274,5,216,548,822,0,14589.0,53.24452554744526,1.6059822759945068
1241,275,5,219,548,823,0,14807.0,53.843636363636364,1.5448266607128687
1242,275,5,222,549,824,0,15028.0,54.64727272727273,1.4019782060463268
1243,275,5,223,549,824,0,15251.0,55.45818181818182,1.281689456944324
1244,276,5,226,549,825,0,15476.0,56.072463768115945,1.2194525281694457
1245,277,5,228,549,826,0,15703.0,56.68953068592058,1.2184549255541213
1246,277,5,231,549,826,0,15934.0,57.52346570397112,1.2298732590675598
1247,278,5,234,549,827,0,16167.0,58.15467625899281,1.1935581622036542
1248,279,5,236,549,828,0,16402.0,58.78853046594982,1.1647931600371972
1249,279,5,238,549,828,0,16640.0,59.6415770609319,1.1296921410744374
1250,280,5,240,549,829,0,16879.0,60.28214285714286,1.1102751435296259
1251,281,5,241,549,830,0,17119.0,60.92170818505338,1.042894935843918
1252,281,5,241,549,830,0,17350.0,61.743772241992886,1.009746719867949
1253,282,5,243,549,831,0,17592.0,62.38297872340426,0.9368026529090054
1254,282,5,247,550,832,0,17838.0,63.255319148936174,0.8339704456436506
1255,282,5,247,550,832,0,18085.0,64.13120567375887,0.780318739741509
1256,283,5,250,550,833,0,18334.0,64.7844522968198,0.7563990287324872
1257,284,5,253,550,834,0,18586.0,65.44366197183099,0.699454840416703
1258,284,5,253,550,834,0,18839.0,66.33450704225352,0.6449025809595584
1259,285,5,257,550,835,0,19095.0,67.0,0.5972016956574793
1260,286,5,200,550,836,0,17408.0,60.86713286713287,0.9968955310539951
1261,286,5,177,550,836,0,16816.0,58.7972027972028,1.5390265310474642
1262,287,5,167,550,837,0,16486.0,57.44250871080139,2.057333792715834
1263,288,5,160,550,838,0,16302.0,56.604166666666664,2.5980852022271645
1264,288,5,157,550,838,0,16205.0,56.267361111111114,3.0801446329797932
1265,288,6,155,550,838,0,16201.0,56.25347222222222,3.4192918215312003
1266,288,6,154,551,839,0,16230.0,56.354166666666664,3.5905794437719325
1267,287,6,157,552,839,0,16268.0,56.68292682926829,3.6709897790076593
1268,288,6,160,552,840,0,16309.0,56.62847222222222,3.6205831470976992
1269,289,6,160,552,841,0,16463.0,56.965397923875436,3.553355063890696
1270,288,6,162,553,841,0,16507.0,57.31597222222222,3.551257101720948
1271,289,6,166,553,842,0,16554.0,57.280276816608996,3.4732244599941304
1272,286,7,171,556,842,0,16609.0,58.07342657342657,3.3353151750837258
1273,287,6,174,556,843,0,16782.0,58.47386759581882,3.316532123399225
1274,285,6,179,559,844,0,16960.0,59.50877192982456,3.110241544725624
1275,287,5,184,559,846,0,17142.0,59.728222996515676,2.9941279964839826
1276,287,5,185,559,846,0,17323.0,60.358885017421606,2.883686707552597
1277,287,5,190,560,847,0,17509.0,61.00696864111498,2.7810423403281797
1278,288,5,195,560,848,0,17703.0,61.46875,2.688981101144455
1279,287,5,196,561,848,0,17898.0,62.362369337979096,2.5358640324317894
1280,287,5,203,562,849,0,18099.0,63.062717770034844,2.314893580391709
1281,288,5,207,562,850,0,18303.0,63.552083333333336,2.2056858567077464
1282,288,5,211,562,850,0,18513.0,64.28125,2.1085933359069724
1283,288,5,216,563,851,0,18728.0,65.02777777777777,1.9883722634850285
1284,289,5,222,563,852,0,18949.0,65.5674740484429,1.9547571219679327
1285,288,5,225,564,852,0,19174.0,66.57638888888889,1.8438306385620125
1286,288,6,228,564,852,0,19402.0,67.36805555555556,1.7853148075024698
1287,290,5,231,564,854,0,19631.0,67.69310344827586,1.7424546699688108
1288,290,5,233,564,854,0,19864.0,68.49655172413793,1.6482317864217657
1289,291,5,237,564,855,0,20100.0,69.0721649484536,1.567870465200832
1290,292,5,236,564,856,0,20116.0,68.89041095890411,1.4865745459860684
1291,292,5,231,564,856,0,20209.0,69.20890410958904,1.442252916975503
1292,292,5,235,565,857,0,20350.0,69.6917808219178,1.4532531219245637
1293,293,5,237,565,858,0,20560.0,70.17064846416382,1.544376097346091
1294,293,5,233,565,858,0,20773.0,70.89761092150171,1.6521788337910281
1295,292,6,232,566,858,0,20999.0,71.91438356164383,1.597983995871557
1296,293,5,234,567,860,0,21231.0,72.46075085324232,1.5737999763184252
1297,292,5,236,568,860,0,21467.0,73.51712328767124,1.508022969148044
1298,293,5,238,568,861,0,21704.0,74.07508532423208,1.5307416024813192
1299,293,5,240,569,862,0,21943.0,74.89078498293516,1.4663729552906695
1300,293,5,241,569,862,0,22184.0,75.71331058020478,1.4609401195119165
1301,293,5,239,570,863,0,22330.0,76.21160409556315,1.4627408962379254
1302,293,5,238,571,864,0,22542.0,76.93515358361775,1.4508437416985058
1303,292,5,237,572,864,0,22764.0,77.95890410958904,1.4359110316352621
1304,293,5,238,572,865,0,22987.0,78.45392491467577,1.37581385869471
1305,294,5,211,572,866,0,22333.0,75.9625850340136,1.5526150668828842
1306,294,5,196,572,866,1,21786.0,74.10204081632654,1.9069355089159987
1307,295,5,191,572,867,1,21714.0,73.60677966101694,2.2324128719404923
1308,295,5,185,573,868,2,21394.0,72.52203389830508,2.49622839829602
1309,295,5,182,573,868,3,21181.0,71.8,2.6502145092239884
1310,296,5,178,573,869,4,20865.0,70.48986486486487,2.8083571539318863
1311,297,5,180,573,870,4,20633.0,69.47138047138047,2.8974596059737023
1312,296,5,181,574,870,4,20452.0,69.0945945945946,2.8923650787914372
1313,297,5,183,574,871,4,20279.0,68.27946127946127,2.875431047306022
1314,297,6,183,574,871,4,20110.0,67.71043771043772,2.85652729934645
1315,298,5,184,574,872,4,19932.0,66.88590604026845,2.7731979008990995
1316,298,5,186,575,873,4,19767.0,66.33221476510067,2.644313268602902
1317,299,5,192,575,874,4,19643.0,65.69565217391305,2.57153952599394
1318,299,5,195,575,874,4,19580.0,65.48494983277592,2.5069862610666425
1319,298,5,198,577,875,4,19519.0,65.5,2.4301319453346015
1320,299,5,199,577,876,4,19236.0,64.33444816053512,2.4278275170639785
1321,299,5,200,577,876,4,19085.0,63.82943143812709,2.435116876357687
1322,296,5,199,581,877,4,19134.0,64.64189189189189,2.3525528494225285
1323,296,5,200,582,878,4,19199.0,64.86148648648648,2.3074942902320497
1324,296,5,200,582,878,4,19275.0,65.11824324324324,2.224910306071707
1325,297,5,204,582,879,4,19396.0,65.3063973063973,2.135958027908251
1326,297,5,207,583,880,4,19602.0,66.0,2.0433167871568547
1327,297,5,211,583,880,4,19810.0,66.7003367003367,1.9884713964256266
1328,296,5,215,585,881,4,20024.0,67.64864864864865,1.9308957437275003
1329,297,5,219,585,882,4,20242.0,68.15488215488216,1.8373702340100604
1330,297,5,222,585,882,4,20464.0,68.9023569023569,1.791270917766384
1331,297,5,227,586,883,4,20690.0,69.66329966329967,1.6708575209591916
1332,297,5,230,587,884,4,20919.0,70.43434343434343,1.5195081477463208
1333,296,5,231,587,884,4,20850.0,70.4391891891892,1.413366855095317
1334,295,6,236,588,884,4,20787.0,70.46440677966102,1.3277883350199164
1335,297,5,242,588,886,4,20727.0,69.78787878787878,1.2748898214777693
1336,297,5,245,588,886,4,20674.0,69.60942760942761,1.2582677166063856
1337,298,5,246,588,887,4,20621.0,69.19798657718121,1.208879327699663
1338,299,5,248,588,888,4,20571.0,68.79933110367892,1.2217971752177217
1339,299,5,251,588,888,4,20525.0,68.64548494983278,1.2383373237693365
1340,299,5,253,589,889,4,20482.0,68.50167224080268,1.1656213408822087
1341,300,5,253,589,890,4,20453.0,68.17666666666666,1.16347030682769
1342,300,5,254,589,890,4,20426.0,68.08666666666667,1.106364281263244
1343,301,5,255,589,891,4,20400.0,67.77408637873754,1.0832822381948115
1344,302,5,255,589,892,4,20413.0,67.59271523178808,0.9968676427723204
1345,302,5,254,589,892,4,20426.0,67.63576158940397,0.9370079596202167
1346,303,5,259,589,893,4,20446.0,67.47854785478548,0.8635575696478263
1347,304,5,262,589,894,4,20470.0,67.33552631578948,0.7807436187364749
1348,304,5,263,589,894,4,20523.0,67.50986842105263,0.6835172355994182
1349,305,5,269,589,895,4,20629.0,67.6360655737705,0.6070476568887883
1350,306,5,209,589,896,4,19019.0,62.15359477124183,0.96677902265418
1351,306,5,184,589,896,4,18382.0,60.071895424836605,1.5161410251029757
1352,307,5,166,589,897,4,18000.0,58.63192182410423,2.0735725181577127
1353,307,5,158,590,898,4,17868.0,58.20195439739414,2.5911782570840423
1354,306,5,148,590,898,4,17347.0,56.689542483660134,3.194938456134888
1355,306,6,142,590,898,4,16863.0,55.1078431372549,3.61790740000264
1356,307,5,142,591,900,4,16420.0,53.48534201954397,3.9237697674936207
1357,305,5,139,593,900,4,16171.0,53.019672131147544,4.137371466965645
1358,304,6,136,594,900,4,15918.0,52.36184210526316,4.3140085032725635
1359,306,5,140,594,902,4,15538.0,50.77777777777778,4.4078258321994666
1360,306,5,135,594,902,4,15149.0,49.50653594771242,4.414009877980168
1361,306,5,135,595,903,4,14775.0,48.28431372549019,4.32208112204072
1362,305,6,137,596,903,4,14515.0,47.59016393442623,4.314158687413207
1363,304,6,145,597,903,4,14344.0,47.18421052631579,4.2437928867500805
1364,305,6,151,598,904,5,14421.0,47.281967213114754,4.1482766406151725
1365,306,6,152,598,905,5,14286.0,46.68627450980392,4.076339811855858
1366,307,6,156,598,905,6,14202.0,46.26058631921824,4.049162703385441
1367,307,6,161,599,906,6,14123.0,46.00325732899023,3.90035515623005
1368,307,6,162,600,907,6,14037.0,45.72312703583062,3.71421902203096
1369,307,6,164,600,907,6,14006.0,45.62214983713355,3.5494126081940776
1370,309,5,172,600,909,6,13974.0,45.22330097087379,3.3730308742182906
1371,309,5,173,601,910,6,13796.0,44.64724919093851,3.142534393664585
1372,308,5,175,602,910,6,13808.0,44.83116883116883,2.958514262976128
1373,309,4,186,603,912,6,13840.0,44.78964401294498,2.790910625107924
1374,309,4,186,604,913,6,13877.0,44.909385113268605,2.6922578254363674
1375,307,4,191,606,913,6,13917.0,45.33224755700326,2.5141080208458146
1376,308,4,195,606,914,6,13935.0,45.243506493506494,2.413234694158108
1377,309,4,204,606,915,6,13988.0,45.26860841423948,2.2775505825333884
1378,309,4,205,606,915,6,14045.0,45.45307443365696,2.147165677698337
1379,310,4,208,606,916,6,13854.0,44.69032258064516,2.071486441903705
1380,311,4,207,606,917,6,13571.0,43.636655948553056,2.091472650497487
1381,311,4,202,606,917,6,13411.0,43.12218649517685,2.1664995821059856
1382,312,4,203,606,918,6,13455.0,43.125,2.223744584103726
1383,312,4,209,607,919,6,13476.0,43.19230769230769,2.246089413288046
1384,312,4,204,607,919,6,13518.0,43.32692307692308,2.356831028557032
1385,313,4,204,607,920,6,13578.0,43.38019169329073,2.3230189989297676
1386,313,4,211,608,921,6,13655.0,43.626198083067095,2.327775974141958
1387,313,4,208,608,921,6,13813.0,44.13099041533546,2.3383446867015643
1388,314,4,213,608,922,6,14012.0,44.62420382165605,2.347978409602534
1389,313,4,210,610,923,6,14184.0,45.31629392971246,2.291529790484443
1390,313,4,211,610,923,6,14394.0,45.98722044728434,2.304299949487957
1391,314,4,214,610,924,6,14561.0,46.37261146496815,2.27750162363205
1392,314,4,217,611,925,6,14735.0,46.92675159235669,2.216352056247986
1393,313,4,214,612,925,6,14916.0,47.65495207667732,2.208122610174515
1394,314,4,218,612,926,6,15108.0,48.11464968152866,2.1640250039512106
1395,314,4,186,613,927,6,14427.0,45.945859872611464,2.3732429333011322
1396,314,4,171,613,927,6,14034.0,44.69426751592356,2.5952504119904387
1397,315,4,166,613,928,6,13731.0,43.59047619047619,2.8448111241222294
1398,315,4,167,614,929,6,13579.0,43.10793650793651,3.083322650679312
1399,315,4,165,614,929,6,13453.0,42.70793650793651,3.276250768940608
1400,316,4,161,614,930,6,13182.0,41.71518987341772,3.4423556016578885
1401,316,4,159,615,931,6,13058.0,41.322784810126585,3.5115130569930693
1402,316,4,162,615,931,6,12967.0,41.03481012658228,3.5615396996393947
1403,317,4,164,615,932,6,12888.0,40.65615141955836,3.5050636918066504
1404,318,4,170,615,933,6,13057.0,41.05974842767296,3.500543861395036
1405,317,4,172,615,933,6,12679.0,39.996845425867505,3.4338485213282652
1406,317,4,174,616,934,6,12376.0,39.041009463722396,3.2895722613704566
1407,316,5,176,617,934,6,12030.0,38.06962025316456,3.079705275234618
1408,317,4,178,617,935,6,11869.0,37.4416403785489,2.9693924103293625
1409,317,4,189,618,936,6,11721.0,36.97476340694006,2.8158620782210164
1410,317,4,185,619,937,6,11451.0,36.12302839116719,2.7646286987540734
1411,317,4,181,619,937,6,11267.0,35.542586750788644,2.7304349083180988
1412,318,4,186,619,938,6,11125.0,34.984276729559745,2.673558566944372
1413,318,4,190,620,939,6,10990.0,34.55974842767296,2.612333397241018
1414,316,4,192,622,939,6,10884.0,34.44303797468354,2.4722109316322256
1415,315,4,196,624,940,6,10783.0,34.231746031746034,2.3522299446960093
1416,314,4,200,627,941,7,10887.0,34.67197452229299,2.299398581285526
1417,313,4,198,628,941,7,10959.0,35.01277955271566,2.1689587987238994
1418,314,4,204,628,942,7,10975.0,34.952229299363054,2.0703128288943997
1419,315,4,203,628,943,7,10993.0,34.8984126984127,1.9526380473353913
1420,315,4,208,628,943,7,11018.0,34.977777777777774,1.9221297079824256
1421,316,4,209,628,944,7,11047.0,34.95886075949367,1.7937510342791285
1422,317,4,215,628,945,7,11097.0,35.00630914826498,1.6875158632263476
1423,317,4,216,628,945,7,11197.0,35.321766561514195,1.5600099730696222
1424,317,5,221,628,945,7,11181.0,35.27129337539432,1.4845074477525961
1425,318,5,227,628,946,7,11260.0,35.40880503144654,1.371079986928592
1426,318,5,238,628,946,7,11372.0,35.76100628930818,1.3081985116701638
1427,319,5,243,628,947,7,11556.0,36.225705329153605,1.2370587928938015
1428,320,5,251,628,948,7,11748.0,36.7125,1.1430278502390732
1429,320,5,255,628,948,7,11955.0,37.359375,1.1398411697309716
1430,320,5,258,629,949,7,12212.0,38.1625,1.086207093601642
1431,321,5,264,629,950,7,12475.0,38.862928348909655,1.0850163931762518
1432,321,5,266,629,950,7,12741.0,39.691588785046726,1.1000929740356238
1433,322,5,271,629,951,7,13011.0,40.40683229813665,1.084240927724624
1434,323,5,275,629,952,7,13285.0,41.130030959752325,1.0761543151190245
1435,323,5,275,629,952,7,13552.0,41.95665634674923,1.0342752144146947
1436,324,5,278,629,953,7,13819.0,42.651234567901234,0.9684530648845996
1437,325,5,280,629,954,7,14090.0,43.353846153846156,0.9337431812149392
1438,325,5,282,629,954,7,14372.0,44.221538461538465,0.8777014590354263
1439,326,5,285,629,955,7,14656.0,44.95705521472393,0.8296768980189136
1440,327,5,219,629,956,7,12832.0,39.24159021406728,1.2279011272817633
1441,327,5,188,629,956,7,12033.0,36.79816513761468,1.743319887932275
1442,328,5,172,629,957,7,11665.0,35.5640243902439,2.3018926057663047
1443,329,5,164,629,958,7,11535.0,35.06079027355623,2.894800727870227
1444,329,5,157,629,958,7,11296.0,34.33434650455927,3.461882900604864
1445,329,5,154,630,959,7,11094.0,33.72036474164134,3.8976625237392684
1446,328,5,151,632,960,7,10988.0,33.5,4.183496465039568
1447,327,5,148,633,960,7,10973.0,33.5565749235474,4.365557041590717
1448,328,5,147,633,961,7,10958.0,33.40853658536585,4.460955993933955
1449,329,4,149,634,963,7,10980.0,33.37386018237082,4.382136358013651
1450,326,4,151,637,963,7,11036.0,33.852760736196316,4.229124537115816
1451,327,4,153,637,964,7,11095.0,33.92966360856269,4.16649862235236
1452,328,4,154,637,965,7,11200.0,34.146341463414636,3.9575558776971644
1453,327,4,161,638,965,7,11306.0,34.57492354740061,3.7771246132978917
1454,327,4,166,639,966,7,11419.0,34.920489296636084,3.6788921897406723
1455,328,4,174,639,967,7,11543.0,35.19207317073171,3.621227361610144
1456,325,4,176,642,967,7,11668.0,35.901538461538465,3.5727156386295036
1457,325,5,179,642,967,7,11812.0,36.34461538461539,3.5996023773746715
1458,326,5,187,642,968,7,11964.0,36.69938650306749,3.6105596106919124
1459,327,4,189,642,969,7,12114.0,37.04587155963303,3.59582392867045
1460,328,4,193,642,970,7,12298.0,37.49390243902439,3.537601622899439
1461,329,4,194,642,971,7,12485.0,37.9483282674772,3.4781624824697985
1462,329,4,198,642,971,7,12679.0,38.537993920972646,3.4215688438778833
1463,329,5,200,642,971,7,12874.0,39.130699088145896,3.3893580721071968
1464,328,5,202,644,972,7,13046.0,39.77439024390244,3.2772057659463036
1465,326,5,206,646,972,7,13238.0,40.607361963190186,3.23504106313631
1466,327,5,209,646,973,7,13433.0,41.079510703363916,3.1881525877288466
1467,325,5,212,649,974,7,13643.0,41.97846153846154,3.070001419966709
1468,326,4,214,649,975,7,13856.0,42.50306748466258,3.0006465957832424
1469,327,4,217,649,976,7,14019.0,42.87155963302752,2.932870917971034
1470,328,4,213,649,977,7,13955.0,42.545731707317074,2.9507053222163555
1471,328,4,209,649,977,7,14071.0,42.89939024390244,3.0042235063757334
1472,329,4,211,649,978,7,14162.0,43.045592705167174,3.0958815160384887
1473,328,4,209,651,979,7,14296.0,43.58536585365854,3.022607005525034
1474,328,4,212,651,979,7,14436.0,44.01219512195122,3.001585645262252
1475,329,4,211,651,980,7,14571.0,44.2887537993921,2.915185611365043
1476,328,4,214,653,981,7,14713.0,44.85670731707317,2.795153850816696
1477,328,4,213,653,981,7,14850.0,45.27439024390244,2.786063163232343
1478,329,4,216,653,982,7,15003.0,45.60182370820669,2.791096957151412
1479,330,4,218,653,983,7,15165.0,45.95454545454545,2.7508044378986223
1480,328,4,218,655,983,7,15330.0,46.73780487804878,2.6854190847424664
1481,329,4,221,655,984,7,15450.0,46.96048632218845,2.605252550493491
1482,330,4,223,655,985,8,15317.0,46.415151515151514,2.465288143111611
1483,330,4,228,655,985,8,15376.0,46.593939393939394,2.3499704345588324
1484,330,4,229,656,986,8,15335.0,46.46969696969697,2.1734128849853263
1485,330,4,197,657,987,8,14179.0,42.96666666666667,2.251935493873462
1486,330,4,179,657,987,8,13592.0,41.18787878787879,2.521671197275773
1487,331,3,166,658,989,8,13142.0,39.70392749244713,2.7595786225486876
1488,329,4,164,660,989,8,12889.0,39.17629179331307,3.0492732952908743
1489,329,4,161,660,989,8,12652.0,38.45592705167173,3.143574573033696
1490,330,4,156,660,990,8,12308.0,37.2969696969697,3.1782158540230188
1491,329,4,154,662,991,8,12073.0,36.69604863221885,3.214447780553131
1492,327,4,160,664,991,8,11868.0,36.293577981651374,3.20842176636598
1493,328,4,167,664,992,8,11654.0,35.53048780487805,3.2274625786506728
1494,329,4,169,664,993,8,11702.0,35.56838905775076,3.209249469369706
1495,329,4,168,664,993,8,11643.0,35.389057750759875,3.178466021257033
1496,330,4,171,664,994,8,11584.0,35.1030303030303,3.194158260407322
1497,330,4,171,665,995,8,11525.0,34.92424242424242,3.1057520676795405
1498,327,4,171,667,995,8,11221.0,34.31498470948012,3.0262854669234396
1499,328,4,175,667,996,8,11238.0,34.26219512195122,2.9842524394788814
1500,329,4,177,667,997,8,11028.0,33.51975683890578,2.887134916978143
1501,329,4,173,667,997,8,10946.0,33.27051671732523,2.825129721647935
1502,330,3,180,668,999,8,10993.0,33.31212121212121,2.7601107822554787
1503,331,3,185,668,1000,8,11116.0,33.58308157099698,2.7276867750112577
1504,332,3,183,668,1000,9,11163.0,33.623493975903614,2.6297791992106783
1505,332,3,191,669,1001,9,11264.0,33.9277108433735,2.4302407742053544
1506,332,3,200,669,1002,9,11133.0,33.53313253012048,2.258998722181312
1507,330,3,201,671,1002,9,11263.0,34.13030303030303,2.1159118711104905
1508,330,4,208,671,1002,9,11460.0,34.72727272727273,2.019793754985195
1509,332,3,217,671,1004,9,11666.0,35.13855421686747,1.849644385559542
1510,331,3,228,672,1004,9,11886.0,35.909365558912384,1.769095116229804
1511,332,3,231,672,1005,9,12108.0,36.46987951807229,1.763435166146214
1512,333,3,235,672,1006,9,12260.0,36.81681681681682,1.6949759266161695
1513,333,3,243,672,1006,9,12432.0,37.333333333333336,1.6152547252256293
1514,333,4,250,672,1006,9,12674.0,38.06006006006006,1.5457824218593943
1515,334,4,252,672,1007,9,12918.0,38.67664670658683,1.5224677472123047
1516,334,4,254,672,1007,9,13155.0,39.38622754491018,1.4477860737045234
1517,335,4,255,672,1008,9,13381.0,39.94328358208955,1.371226814167835
1518,336,4,257,672,1009,9,13620.0,40.535714285714285,1.2602734463180705
1519,336,4,262,672,1009,9,13882.0,41.31547619047619,1.2067287785120404
1520,337,4,264,672,1010,9,14143.0,41.967359050445104,1.1715813831244264
1521,336,4,269,674,1011,9,14410.0,42.88690476190476,1.1051048251625655
1522,336,4,271,674,1011,9,14681.0,43.69345238095238,1.081269030312818
1523,337,4,275,674,1012,9,14955.0,44.37685459940653,1.0628163723107638
1524,336,5,276,675,1012,9,15205.0,45.25297619047619,1.0389726382631528
1525,336,4,282,676,1013,9,15486.0,46.089285714285715,1.0126087098536805
1526,337,4,283,676,1014,9,15768.0,46.789317507418396,0.9714669139934725
1527,338,4,286,676,1015,9,16053.0,47.494082840236686,0.8572794804739464
1528,338,4,287,676,1015,9,16326.0,48.30177514792899,0.7420938434038045
1529,338,4,295,677,1016,9,16620.0,49.171597633136095,0.6095534343759105
1530,339,4,221,677,1017,10,13985.0,41.25368731563422,1.003714211111805
1531,339,4,183,677,1017,10,13021.0,38.41002949852508,1.5644307809161213
1532,339,4,169,678,1018,10,12277.0,36.21533923303835,2.173347734228222
1533,335,4,160,683,1019,10,11701.0,34.928358208955224,2.7175848645522516
1534,334,4,158,684,1019,10,11310.0,33.862275449101794,3.276408221382839
1535,335,4,155,684,1020,10,10918.0,32.5910447761194,3.72090235072797
1536,334,5,154,685,1020,10,10565.0,31.631736526946106,4.020116634553236
1537,334,5,152,685,1020,10,10264.0,30.730538922155688,4.25373821578219
1538,334,5,152,686,1021,10,9958.0,29.81437125748503,4.193500810167136
1539,332,5,152,689,1022,10,9660.0,29.096385542168676,4.050664397119544
1540,332,5,159,689,1022,10,9373.0,28.231927710843372,3.997914417280136
1541,332,6,158,689,1022,10,9457.0,28.484939759036145,4.042866654252951
1542,335,5,168,689,1024,11,9491.0,28.33134328358209,4.06540127409534
1543,334,5,171,690,1024,11,9256.0,27.7125748502994,4.063734996898551
1544,333,5,178,692,1025,11,9353.0,28.087087087087088,3.9615889048195587
1545,333,5,179,693,1026,11,9101.0,27.33033033033033,3.9117838785893633
1546,333,5,180,693,1026,11,8878.0,26.66066066066066,3.784353939099723
1547,334,5,185,693,1027,11,8990.0,26.91616766467066,3.5965264664888528
1548,333,6,189,694,1027,11,9114.0,27.36936936936937,3.446859567808729
1549,332,6,194,695,1027,11,9251.0,27.8644578313253,3.320361555486431
1550,332,6,199,696,1028,11,9372.0,28.228915662650603,3.1834852578251973
1551,333,6,207,696,1029,11,9493.0,28.50750750750751,3.068548650328365
1552,333,6,209,696,1029,11,9645.0,28.963963963963963,2.9273794743240824
1553,334,5,216,697,1031,11,9792.0,29.317365269461078,2.815891960764992
1554,335,5,219,697,1032,11,9949.0,29.698507462686567,2.7352478969950207
1555,334,5,224,698,1032,11,10116.0,30.2874251497006,2.6707579602926863
1556,333,5,229,700,1033,11,10343.0,31.06006006006006,2.6001966340248943
1557,334,5,230,700,1034,11,10547.0,31.577844311377245,2.5017067097126646
1558,334,5,234,700,1034,11,10781.0,32.278443113772454,2.396338458758441
1559,334,5,236,701,1035,11,10994.0,32.91616766467066,2.2281463365230123
