step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
397,185,0,88,80,265,0,1773.0,9.583783783783783,4.713894229157203
398,186,0,89,80,266,0,1861.0,10.005376344086022,4.650324360382255
399,187,0,92,80,267,0,1952.0,10.438502673796792,4.574634015874765
400,187,0,92,80,267,0,2044.0,10.93048128342246,4.449051381387615
401,187,0,94,81,268,0,2115.0,11.310160427807487,4.2550118960420145
402,187,1,96,81,268,0,2211.0,11.823529411764707,4.008816508728828
403,187,1,98,81,268,0,2309.0,12.3475935828877,3.71812894699999
404,188,1,102,81,269,0,2386.0,12.691489361702128,3.3879376197194038
405,190,0,72,81,271,0,1449.0,7.626315789473685,3.516620167897574
406,189,0,58,82,271,0,1105.0,5.8465608465608465,3.814330824675184
407,190,0,53,82,272,0,945.0,4.973684210526316,4.245363477168796
408,191,0,52,82,273,0,929.0,4.863874345549738,4.672470756921714
409,191,0,51,82,273,0,866.0,4.534031413612565,4.906934403139928
410,192,0,55,82,274,0,813.0,4.234375,5.027102063124375
411,192,0,60,83,275,0,808.0,4.208333333333333,5.060563841843611
412,192,0,64,83,275,0,820.0,4.270833333333333,5.016157441081253
413,193,0,71,83,276,0,859.0,4.450777202072539,4.948008019928152
414,194,0,75,83,277,0,902.0,4.649484536082475,4.806707456697942
415,194,0,74,83,277,0,936.0,4.824742268041237,4.744306313534858
416,195,0,74,83,278,0,973.0,4.98974358974359,4.673136254987139
417,196,0,77,83,279,0,1014.0,5.173469387755102,4.594226745250427
418,196,0,79,83,279,0,1058.0,5.3979591836734695,4.535114958978969
419,197,0,84,83,280,0,1141.0,5.791878172588833,4.4987256874254395
420,198,0,79,83,281,0,1042.0,5.262626262626263,4.377666778593166
421,198,0,78,83,281,0,1058.0,5.343434343434343,4.162855512684527
422,197,0,84,85,282,0,1137.0,5.771573604060913,3.8259960532150585
423,197,1,89,85,282,0,1225.0,6.218274111675127,3.6369821415085566
424,196,1,94,86,282,0,1319.0,6.729591836734694,3.547442509847698
425,197,1,102,86,283,0,1405.0,7.131979695431472,3.3331355164708527
426,196,1,108,88,284,0,1512.0,7.714285714285714,3.0389703567255446
427,197,0,111,88,285,0,1559.0,7.913705583756345,2.9076101227100644
428,198,0,114,88,286,0,1621.0,8.186868686868687,2.6976349796617543
429,199,0,123,88,287,0,1743.0,8.758793969849247,2.5445195145771398
430,198,0,129,89,287,0,1872.0,9.454545454545455,2.3916708080649944
431,197,0,134,91,288,0,2005.0,10.17766497461929,2.2253162787172984
432,198,0,138,91,289,0,2142.0,10.818181818181818,2.1456211616704643
433,198,0,141,91,289,0,2281.0,11.52020202020202,2.1176866914988395
434,199,0,145,91,290,0,2425.0,12.185929648241206,2.100931890091057
435,199,1,146,91,290,0,2565.0,12.889447236180905,2.0142563001425255
436,199,1,146,91,290,0,2711.0,13.623115577889447,1.9109101034735094
437,200,1,148,91,291,0,2858.0,14.29,1.7910467547191906
438,202,0,152,91,293,0,3008.0,14.891089108910892,1.6368419108952885
439,201,0,151,92,293,0,3159.0,15.716417910447761,1.5443398157019954
440,202,0,158,92,294,0,3316.0,16.415841584158414,1.5409674871674381
441,203,0,161,92,295,0,3476.0,17.123152709359605,1.4712619912601055
442,203,0,162,92,295,0,3638.0,17.92118226600985,1.5325220721010355
443,204,0,166,92,296,0,3803.0,18.642156862745097,1.4779725062901639
444,204,0,167,93,297,0,3969.0,19.455882352941178,1.3594643192655618
445,204,0,169,93,297,0,4138.0,20.284313725490197,1.2686767988857646
446,205,0,170,93,298,0,4307.0,21.009756097560974,1.1877033082733153
447,206,0,170,93,299,0,4476.0,21.728155339805824,1.1791883859519403
448,205,0,171,94,299,0,4647.0,22.66829268292683,1.1675873435626298
449,206,0,173,94,300,0,4819.0,23.393203883495147,1.1184783119047936
450,207,0,99,94,301,0,2642.0,12.76328502415459,1.7154826376984518
451,207,0,61,94,301,0,1637.0,7.908212560386473,2.592698207862172
452,206,0,51,96,302,0,1325.0,6.432038834951456,3.541421227574204
453,205,0,48,98,303,0,1173.0,5.721951219512195,4.518511500115914
454,205,0,44,98,303,0,1046.0,5.102439024390244,5.422084517765187
455,206,0,41,98,304,0,970.0,4.70873786407767,6.037029425963655
456,207,0,39,98,305,0,936.0,4.521739130434782,6.481924028157047
457,207,0,35,98,305,0,897.0,4.333333333333333,6.7642817279909595
458,207,0,38,99,306,0,905.0,4.371980676328502,6.770436151031927
459,208,0,41,99,307,0,945.0,4.543269230769231,6.740170205966687
460,207,0,42,100,307,0,959.0,4.632850241545894,6.735030172495527
461,205,1,43,102,307,0,974.0,4.751219512195122,6.659324460044928
462,205,1,47,103,308,0,1012.0,4.9365853658536585,6.568889312224023
463,205,1,50,103,308,0,1062.0,5.180487804878049,6.50884260280146
464,206,1,55,103,309,0,1116.0,5.41747572815534,6.45626336848554
465,205,2,58,104,309,0,1174.0,5.726829268292683,6.415017439435036
466,204,1,63,106,310,0,1236.0,6.0588235294117645,6.137862479827406
467,205,1,65,106,311,0,1300.0,6.341463414634147,5.872706610497241
468,206,0,69,107,313,0,1367.0,6.635922330097087,5.569097459737023
469,205,0,73,108,313,0,1440.0,7.024390243902439,5.421332302628026
470,203,1,80,110,313,0,1520.0,7.487684729064039,5.264535101936759
471,203,1,82,111,314,0,1542.0,7.596059113300493,5.135635899712307
472,203,1,85,111,314,0,1572.0,7.74384236453202,5.115515343429028
473,205,0,90,111,316,0,1651.0,8.053658536585365,4.941172807859336
474,204,0,92,113,317,0,1738.0,8.519607843137255,4.6300981778508765
475,202,0,95,115,317,0,1833.0,9.074257425742575,4.462472561097808
476,200,1,99,117,317,0,1925.0,9.625,4.328064585011362
477,201,1,100,117,318,0,2024.0,10.069651741293532,4.266914349462389
478,201,1,102,117,318,0,2126.0,10.577114427860696,4.266679235973318
479,201,1,107,118,319,0,2215.0,11.019900497512438,4.165177476481266
480,201,1,101,119,320,0,2047.0,10.18407960199005,4.1761542060280705
481,201,1,96,119,320,0,1968.0,9.791044776119403,4.159166758633871
482,202,1,95,119,321,0,1949.0,9.648514851485148,4.230027455877067
483,202,2,95,119,321,0,1970.0,9.752475247524753,4.297786724575024
484,201,1,95,121,322,0,2034.0,10.119402985074627,4.273975867799503
485,201,1,96,122,323,0,2100.0,10.447761194029852,4.291559894974035
486,201,1,97,123,324,0,2196.0,10.925373134328359,4.312168572363361
487,199,1,99,125,324,0,2295.0,11.532663316582914,4.323036370554819
488,198,2,99,126,324,0,2394.0,12.090909090909092,4.377032455126428
489,198,2,101,127,325,0,2494.0,12.595959595959595,4.2976464958101595
490,198,2,102,127,325,0,2596.0,13.11111111111111,4.155152550305211
491,198,2,101,128,326,0,2647.0,13.368686868686869,4.136324800684111
492,199,2,101,128,327,0,2742.0,13.77889447236181,4.043669731670429
493,199,2,104,128,327,0,2846.0,14.301507537688442,3.943696681875941
494,201,1,109,128,329,0,2891.0,14.383084577114428,3.731620854270678
495,202,1,80,128,330,0,2065.0,10.222772277227723,3.8584229167030704
496,202,1,62,128,330,0,1658.0,8.207920792079207,4.178772227746373
497,203,1,53,128,331,0,1430.0,7.044334975369458,4.5976784384478355
498,204,1,54,128,332,0,1430.0,7.009803921568627,4.916118916982088
499,203,1,51,129,332,0,1461.0,7.197044334975369,5.173111126118958
500,204,1,50,129,333,0,1295.0,6.348039215686274,5.342605736871428
501,205,1,51,129,334,0,1224.0,5.970731707317073,5.293664126422453
502,204,1,54,130,334,0,1201.0,5.887254901960785,5.287946903350055
503,202,1,57,133,335,0,1180.0,5.841584158415841,5.175947982405338
504,201,2,59,134,335,0,1164.0,5.791044776119403,5.115863543840823
505,202,1,65,134,336,0,1154.0,5.712871287128713,5.145428042254424
506,200,2,69,136,336,0,1176.0,5.88,5.045349563406984
507,201,2,74,136,337,0,1203.0,5.985074626865671,4.912020038582812
508,200,2,75,137,337,0,1232.0,6.16,4.714789252740353
509,201,2,80,137,338,0,1267.0,6.303482587064677,4.466199271585066
510,203,1,80,137,340,0,1064.0,5.241379310344827,4.261948189357882
511,202,1,77,138,340,0,1003.0,4.965346534653466,4.155452974602392
512,203,0,84,139,342,0,1038.0,5.113300492610837,4.060530542648849
513,201,0,85,142,343,0,1079.0,5.3681592039801,4.017446012828922
514,200,0,91,143,343,0,1154.0,5.77,3.910645129643017
515,201,0,97,143,344,0,1233.0,6.134328358208955,3.8277556912253927
516,201,0,100,144,345,0,1314.0,6.537313432835821,3.6530956284563736
517,201,0,104,144,345,0,1418.0,7.054726368159204,3.500384282407336
518,199,0,110,147,346,0,1527.0,7.673366834170854,3.206710568308208
519,200,0,114,147,347,0,1640.0,8.2,3.0394883631999208
520,199,0,120,148,347,0,1760.0,8.844221105527637,2.8467130043889055
521,199,1,126,148,347,0,1886.0,9.477386934673367,2.6724258238295393
522,200,0,132,149,349,0,2016.0,10.08,2.461507738959987
523,200,0,137,149,349,0,2153.0,10.765,2.235447119585517
524,201,0,141,149,350,0,2293.0,11.407960199004975,2.0633920655270837
525,202,0,143,149,351,0,2435.0,12.054455445544555,1.9551598476373264
526,201,0,151,150,351,0,2586.0,12.865671641791044,1.8327101694874262
527,202,0,153,150,352,0,2732.0,13.524752475247524,1.7255384364864177
528,202,0,154,151,353,0,2885.0,14.282178217821782,1.5691614210589884
529,202,0,156,151,353,0,3041.0,15.054455445544555,1.5323490614088535
530,203,0,162,151,354,0,3202.0,15.773399014778326,1.4054070523983895
531,204,0,164,151,355,0,3365.0,16.495098039215687,1.2262831034704185
532,204,0,164,151,355,0,3529.0,17.29901960784314,1.1649967784393713
533,204,0,169,152,356,0,3697.0,18.122549019607842,1.110824842497945
534,205,0,173,152,357,0,3869.0,18.87317073170732,1.0860875161100607
535,205,0,173,152,357,0,4042.0,19.71707317073171,1.1218468256218774
536,206,0,174,152,358,0,4215.0,20.461165048543688,1.0931968704314603
537,207,0,176,152,359,0,4390.0,21.207729468599034,1.0300824120616632
538,206,0,175,153,359,0,4565.0,22.160194174757283,0.9634783472194389
539,206,0,178,154,360,0,4742.0,23.019417475728154,0.8982997154054322
540,207,0,114,154,361,0,2863.0,13.830917874396135,1.4837369313551954
541,207,0,75,154,361,0,1808.0,8.734299516908212,2.272738514686389
542,208,0,63,154,362,0,1429.0,6.8701923076923075,3.127050761136022
543,208,0,53,155,363,0,1156.0,5.5576923076923075,3.9506234446680035
544,208,0,48,155,363,0,996.0,4.788461538461538,4.820411340885203
545,209,0,46,155,364,0,900.0,4.30622009569378,5.495054002624155
546,209,0,44,156,365,0,818.0,3.9138755980861246,6.01620431673065
547,209,0,40,156,365,0,791.0,3.784688995215311,6.544158318976084
548,210,0,37,156,366,0,774.0,3.6857142857142855,6.791989289812003
549,210,0,38,157,367,0,776.0,3.6952380952380954,6.976572420081681
550,209,0,39,158,367,0,815.0,3.8995215311004783,7.062122950055048
551,209,0,40,159,368,0,822.0,3.9330143540669855,6.990327503167323
552,208,0,40,161,369,0,824.0,3.9615384615384617,6.941454510437163
553,206,0,40,163,369,0,823.0,3.995145631067961,6.94844832346343
554,205,0,44,165,370,0,854.0,4.1658536585365855,6.795846573183957
555,203,1,46,167,370,0,900.0,4.433497536945813,6.791023340590716
556,201,1,50,169,370,0,950.0,4.72636815920398,6.523868899879123
557,202,1,59,169,371,0,1008.0,4.99009900990099,6.223631322100077
558,203,1,60,169,372,0,1067.0,5.25615763546798,5.934192977921317
559,204,0,62,169,373,0,1126.0,5.519607843137255,5.612541493350428
560,205,0,68,169,374,0,1193.0,5.819512195121951,5.353340130397496
561,205,0,78,170,375,0,1209.0,5.897560975609756,5.050297671017131
562,205,0,83,170,375,0,1285.0,6.2682926829268295,4.851386540725726
563,205,0,86,171,376,0,1370.0,6.682926829268292,4.6771559834193495
564,205,0,92,172,377,0,1461.0,7.126829268292683,4.535134055912275
565,205,0,97,172,377,0,1558.0,7.6,4.51160459543686
566,206,0,101,172,378,0,1658.0,8.048543689320388,4.389280645023694
567,207,0,102,172,379,0,1749.0,8.44927536231884,4.280304952597431
568,206,0,105,173,379,0,1846.0,8.96116504854369,4.17383859425141
569,207,0,108,173,380,0,1923.0,9.289855072463768,4.153208641057488
570,208,0,100,173,381,0,1728.0,8.307692307692308,4.128920192584814
571,207,0,92,174,381,0,1711.0,8.265700483091788,4.097692379968231
572,208,0,91,174,382,0,1733.0,8.33173076923077,4.2022396011305965
573,206,1,94,176,382,0,1810.0,8.78640776699029,4.357297521855034
574,207,0,95,176,383,0,1898.0,9.169082125603865,4.347621467453137
575,208,0,100,176,384,0,1991.0,9.572115384615385,4.226944488466764
576,208,0,104,177,385,0,2094.0,10.067307692307692,4.084777393300848
577,207,0,104,178,385,0,2198.0,10.618357487922705,4.064925747383249
578,208,0,109,178,386,0,2306.0,11.086538461538462,4.0014914047639305
579,209,0,112,178,387,0,2417.0,11.564593301435407,3.8923053939754255
580,208,0,115,179,387,0,2532.0,12.173076923076923,3.74736171793218
581,208,0,117,180,388,0,2623.0,12.610576923076923,3.624839558192281
582,209,0,119,180,389,0,2719.0,13.009569377990431,3.5171142909160373
583,209,0,122,180,389,0,2831.0,13.545454545454545,3.4367026976984287
584,210,0,125,180,390,0,2890.0,13.761904761904763,3.3081515290412358
585,210,0,92,181,391,0,2000.0,9.523809523809524,3.3702927232021085
586,210,0,78,181,391,0,1653.0,7.871428571428571,3.5327953985627123
587,211,0,77,181,392,0,1530.0,7.251184834123222,3.8405696291258886
588,211,0,76,182,393,0,1537.0,7.2843601895734595,4.243548190231606
589,211,0,72,182,393,0,1427.0,6.76303317535545,4.5188525087987506
590,211,0,72,183,394,0,1264.0,5.990521327014218,4.654411374796047
591,212,0,70,183,395,0,1183.0,5.580188679245283,4.7717874518006616
592,212,0,73,183,395,0,1165.0,5.495283018867925,4.860552017028564
593,212,0,73,184,396,0,1149.0,5.419811320754717,4.7782349002708555
594,213,0,76,184,397,0,1137.0,5.338028169014085,4.630268587824157
595,213,0,82,184,397,0,1159.0,5.44131455399061,4.512872459924014
596,213,0,85,185,398,0,1242.0,5.830985915492958,4.415584855587195
597,213,1,85,185,398,0,1279.0,6.004694835680751,4.237100749586116
598,214,0,97,185,399,0,1317.0,6.154205607476635,4.140406051896983
599,215,0,100,185,400,0,1360.0,6.325581395348837,3.952791550031389
600,216,0,99,185,401,0,1336.0,6.185185185185185,3.7779641968848883
601,215,0,99,186,401,0,1432.0,6.660465116279069,3.588875689683835
602,215,0,106,187,402,0,1537.0,7.148837209302326,3.457486633412755
603,216,0,114,187,403,0,1650.0,7.638888888888889,3.460626666015971
604,216,0,116,187,403,0,1766.0,8.175925925925926,3.402823364217368
605,217,0,120,187,404,0,1885.0,8.68663594470046,3.2521977210189434
606,218,0,126,187,405,0,2010.0,9.220183486238533,3.0860707388499504
607,218,0,129,187,405,0,2139.0,9.811926605504587,2.8993170656984892
608,219,0,133,187,406,0,2271.0,10.36986301369863,2.7366788563713076
609,219,0,139,188,407,0,2409.0,11.0,2.475209827920589
610,218,0,142,189,407,0,2551.0,11.70183486238532,2.274342779315261
611,218,0,146,190,408,0,2696.0,12.36697247706422,2.165799094513959
612,219,0,156,190,409,0,2851.0,13.018264840182649,2.0787730835119875
613,218,0,158,191,409,0,3009.0,13.802752293577981,1.9925541451327595
614,219,0,162,191,410,0,3169.0,14.470319634703197,1.873080132316445
615,220,0,163,191,411,0,3331.0,15.14090909090909,1.7896002430437064
616,220,0,165,191,411,0,3496.0,15.89090909090909,1.7729584024716174
617,221,0,168,191,412,0,3663.0,16.574660633484164,1.7849636747780486
618,222,0,170,191,413,0,3832.0,17.26126126126126,1.8082994749861296
619,222,0,170,191,413,0,4002.0,18.027027027027028,1.7594857137825948
620,223,0,173,191,414,0,4174.0,18.717488789237667,1.7296363783406155
621,224,0,176,191,415,0,4349.0,19.415178571428573,1.6418496152079314
622,224,0,175,191,415,0,4524.0,20.196428571428573,1.512312727091969
623,225,0,178,191,416,0,4701.0,20.893333333333334,1.4104299724085132
624,225,0,181,192,417,0,4881.0,21.69333333333333,1.3266430145413415
625,225,0,182,192,417,0,5063.0,22.502222222222223,1.2505304592726059
626,225,0,186,193,418,0,5248.0,23.324444444444445,1.1713155360967311
627,226,0,187,193,419,0,5434.0,24.04424778761062,1.1518685115266225
628,226,0,187,193,419,0,5621.0,24.871681415929203,1.1378578936854578
629,227,0,192,193,420,0,5812.0,25.60352422907489,1.11933513454445
630,227,0,121,194,421,0,3625.0,15.969162995594713,1.7241702204015503
631,227,0,90,194,421,0,2731.0,12.030837004405287,2.4989563960373524
632,227,0,76,195,422,0,2370.0,10.440528634361234,3.2937303160761195
633,227,1,70,195,422,0,2119.0,9.334801762114537,4.095937223951547
634,227,1,64,195,422,0,1956.0,8.616740088105727,4.825705147186056
635,228,0,62,196,424,0,1830.0,8.026315789473685,5.323645797587982
636,228,0,56,197,425,0,1724.0,7.56140350877193,5.67164832923161
637,227,0,55,198,425,0,1670.0,7.356828193832599,5.97680234437969
638,226,0,57,200,426,0,1626.0,7.1946902654867255,6.121128562190009
639,225,1,56,201,426,0,1584.0,7.04,6.2342815151082345
640,225,1,55,201,426,0,1548.0,6.88,6.2476887816147455
641,224,0,59,204,428,0,1530.0,6.830357142857143,6.146543032067854
642,223,0,60,206,429,0,1529.0,6.856502242152466,6.055219080353573
643,222,0,60,207,429,0,1521.0,6.851351351351352,6.085822504837296
644,223,0,64,207,430,0,1518.0,6.807174887892376,6.041218884227831
645,221,1,65,209,430,0,1540.0,6.968325791855204,6.004970350122165
646,222,0,71,209,431,0,1570.0,7.072072072072072,5.880789658947661
647,223,0,75,209,432,0,1606.0,7.201793721973094,5.795045487039937
648,222,1,76,210,432,0,1646.0,7.414414414414415,5.60335410003167
649,222,1,78,210,432,0,1689.0,7.608108108108108,5.35214754149945
650,223,1,83,210,433,0,1767.0,7.923766816143497,5.164378871579727
651,224,1,87,210,434,0,1848.0,8.25,5.008069757192347
652,221,1,92,213,434,0,1940.0,8.778280542986426,4.8894104774732545
653,221,1,98,214,435,0,2037.0,9.217194570135746,4.722353994939686
654,222,1,100,214,436,0,2115.0,9.527027027027026,4.691920112829545
655,222,1,104,214,436,0,2219.0,9.995495495495495,4.578481044680529
656,222,1,112,215,437,0,2330.0,10.495495495495495,4.402230960828616
657,221,1,115,217,438,0,2441.0,11.04524886877828,4.179858806979521
658,219,1,115,219,438,0,2556.0,11.67123287671233,3.9755158284108663
659,220,1,117,219,439,0,2655.0,12.068181818181818,3.964899364380793
660,221,1,112,219,440,0,2505.0,11.334841628959277,3.9504695157895653
661,221,1,108,219,440,0,2531.0,11.452488687782806,3.9793785322413804
662,220,1,106,221,441,0,2593.0,11.786363636363637,3.9769593405286296
663,220,1,110,222,442,0,2685.0,12.204545454545455,4.018535768337414
664,220,1,110,222,442,0,2795.0,12.704545454545455,4.157378980467708
665,221,1,113,222,443,0,2907.0,13.153846153846153,4.1318163423205885
666,221,1,118,223,444,0,3024.0,13.683257918552036,4.1095310434599615
667,221,1,118,223,444,0,3142.0,14.217194570135746,4.121127842859845
668,222,1,124,223,445,0,3265.0,14.707207207207206,4.026118476739446
669,223,1,125,223,446,0,3389.0,15.197309417040358,3.958486256003784
670,223,1,126,223,446,0,3515.0,15.762331838565023,3.770366127472988
671,224,1,124,223,447,0,3580.0,15.982142857142858,3.6757598854497258
672,225,1,126,223,448,0,3685.0,16.377777777777776,3.532102988062408
673,225,1,126,223,448,0,3791.0,16.84888888888889,3.408677310658063
674,226,1,132,223,449,0,3818.0,16.893805309734514,3.1801944040693035
675,225,1,100,225,450,0,2899.0,12.884444444444444,3.2087276699208966
676,225,1,83,225,450,0,2413.0,10.724444444444444,3.506984566024995
677,226,1,81,225,451,0,2190.0,9.690265486725664,3.897991196052653
678,225,1,80,227,452,0,2099.0,9.328888888888889,4.268855274104253
679,224,1,78,228,452,0,1977.0,8.825892857142858,4.48021049706094
680,223,2,76,229,452,0,1845.0,8.27354260089686,4.543875096005436
681,222,2,78,231,453,0,1756.0,7.90990990990991,4.412596265315145
682,221,1,84,233,454,0,1680.0,7.601809954751131,4.259778025450735
683,222,1,93,233,455,0,1615.0,7.274774774774775,4.235179211139955
684,223,1,95,233,456,0,1583.0,7.098654708520179,4.1952723233340805
685,222,1,95,234,456,0,1553.0,6.995495495495495,4.111924940043387
686,223,1,98,234,457,0,1527.0,6.8475336322869955,4.089362020813569
687,223,1,98,235,458,0,1502.0,6.73542600896861,3.978738465150187
688,223,1,101,235,458,0,1501.0,6.7309417040358746,3.9634857004355473
689,223,1,104,236,459,0,1604.0,7.192825112107624,3.72031670733886
690,223,1,100,237,460,0,1507.0,6.757847533632287,3.459331217430055
691,223,1,101,237,460,0,1519.0,6.811659192825112,3.3194591486964207
692,222,1,106,239,461,0,1595.0,7.184684684684685,3.1260597616359935
693,222,1,113,240,462,0,1679.0,7.563063063063063,2.9862182716601176
694,222,1,118,240,462,0,1769.0,7.968468468468468,2.9185931664061164
695,223,1,123,240,463,0,1891.0,8.47982062780269,2.7148023029784683
696,224,1,128,240,464,0,1990.0,8.883928571428571,2.5996124656927435
697,224,1,131,240,464,0,2055.0,9.174107142857142,2.4670683322118805
698,225,1,140,240,465,0,2194.0,9.751111111111111,2.361751413559066
699,226,1,145,240,466,0,2338.0,10.345132743362832,2.2992947316546646
700,226,1,145,240,466,0,2466.0,10.91150442477876,2.302925313447622
701,227,1,148,240,467,0,2613.0,11.51101321585903,2.226899713129296
702,228,1,152,240,468,0,2764.0,12.12280701754386,2.0563255733111867
703,228,1,156,240,468,0,2920.0,12.807017543859649,1.9291737173874752
704,229,1,161,240,469,0,3080.0,13.449781659388647,1.815343303901909
705,230,1,168,240,470,0,3247.0,14.117391304347827,1.7176208099949646
706,230,1,169,240,470,0,3416.0,14.852173913043478,1.6530104945339303
707,231,1,172,240,471,0,3583.0,15.51082251082251,1.6128229522916038
708,231,1,175,241,472,0,3757.0,16.264069264069263,1.5828040251530497
709,231,1,174,241,472,0,3878.0,16.78787878787879,1.5726051382871948
710,231,1,178,242,473,0,4053.0,17.545454545454547,1.4749107421465943
711,232,1,181,242,474,0,4233.0,18.245689655172413,1.4441755223314616
712,232,1,181,242,474,0,4414.0,19.025862068965516,1.4270272780296234
713,232,1,187,243,475,0,4600.0,19.82758620689655,1.4086092352437265
714,231,2,185,244,475,0,4784.0,20.70995670995671,1.3413942642244006
715,230,2,188,245,475,0,4972.0,21.617391304347827,1.2839027345998488
716,232,1,192,245,477,0,5162.0,22.25,1.2514869031587492
717,233,1,193,245,478,0,5354.0,22.978540772532188,1.1866532152807894
718,233,1,194,245,478,0,5548.0,23.811158798283262,1.1163668385272136
719,233,1,196,246,479,0,5743.0,24.6480686695279,1.0019815577401177
720,234,1,130,246,480,0,3625.0,15.491452991452991,1.5035593840991526
721,234,1,104,246,480,0,2804.0,11.982905982905983,2.2404268294344503
722,234,1,86,247,481,0,2374.0,10.145299145299145,2.9718548610444735
723,235,1,82,247,482,0,2256.0,9.6,3.768383544696496
724,234,1,82,248,482,0,2196.0,9.384615384615385,4.413732959607476
725,233,2,81,249,482,0,2140.0,9.184549356223176,5.005457380262086
726,234,2,83,249,483,0,2107.0,9.004273504273504,5.488250736178209
727,235,1,81,249,484,0,2094.0,8.91063829787234,5.695968420968558
728,235,1,78,250,485,0,2057.0,8.753191489361702,5.681973185762242
729,234,1,79,252,486,0,2074.0,8.863247863247864,5.571807479566857
730,233,1,78,253,486,0,2094.0,8.987124463519313,5.52610141988539
731,233,1,80,254,487,0,2157.0,9.257510729613735,5.446250823079186
732,234,1,83,254,488,0,2142.0,9.153846153846153,5.426807386692052
733,233,1,86,255,488,0,2168.0,9.304721030042918,5.3935634837947415
734,232,1,88,257,489,0,2197.0,9.469827586206897,5.318094112510019
735,232,2,92,257,489,0,2234.0,9.629310344827585,5.32990242237554
736,232,2,92,257,489,0,2272.0,9.793103448275861,5.294277650494054
737,233,1,98,258,491,0,2314.0,9.931330472103005,5.15144573250892
738,232,1,99,260,492,0,2376.0,10.241379310344827,5.028160547573499
739,230,1,101,262,492,0,2477.0,10.769565217391305,4.908425256081642
740,229,1,107,264,493,0,2583.0,11.279475982532752,4.684235768203549
741,230,1,110,264,494,0,2633.0,11.447826086956521,4.572556452142396
742,229,1,110,265,494,0,2684.0,11.720524017467248,4.44229673882218
743,230,1,117,265,495,0,2800.0,12.173913043478262,4.51264921036602
744,231,1,121,265,496,0,2920.0,12.64069264069264,4.434596662290122
745,228,1,122,268,496,0,3042.0,13.342105263157896,4.268489309127153
746,229,1,126,268,497,0,3167.0,13.829694323144105,4.105078349825793
747,230,1,129,268,498,0,3295.0,14.326086956521738,3.861521159292382
748,228,1,131,270,498,0,3426.0,15.026315789473685,3.6969883133464934
749,228,1,131,271,499,0,3538.0,15.517543859649123,3.591726804962827
750,229,1,124,271,500,0,3263.0,14.248908296943231,3.668457903397096
751,227,1,118,273,500,0,3279.0,14.444933920704846,3.617947878075328
752,226,1,116,275,501,0,3324.0,14.70796460176991,3.6106146569885142
753,225,1,116,277,502,0,3434.0,15.262222222222222,3.7861306442252025
754,224,1,118,278,502,0,3552.0,15.857142857142858,3.932936949045543
755,225,1,124,278,503,0,3675.0,16.333333333333332,4.029145830443042
756,224,1,124,280,504,0,3795.0,16.941964285714285,3.9304482674189862
757,224,1,126,280,504,0,3921.0,17.504464285714285,3.899264487294857
758,224,1,130,281,505,0,4050.0,18.080357142857142,3.819558797923989
759,224,2,132,281,505,0,4182.0,18.669642857142858,3.7942224741896067
760,222,2,134,283,505,0,4316.0,19.44144144144144,3.676357355364784
761,223,2,133,283,506,0,4384.0,19.659192825112108,3.551390832493856
762,223,2,132,284,507,0,4470.0,20.044843049327355,3.405909668690001
763,223,1,133,285,508,0,4602.0,20.63677130044843,3.278892573079402
764,224,1,134,285,509,0,4714.0,21.044642857142858,3.127954890413202
765,224,1,105,286,510,0,3918.0,17.491071428571427,3.2094394088713005
766,224,1,89,286,510,0,3570.0,15.9375,3.4678408091723294
767,224,1,85,287,511,0,3361.0,15.004464285714286,3.817311571463677
768,223,1,87,289,512,0,3423.0,15.349775784753364,4.143467739061543
769,223,1,86,289,512,0,3457.0,15.502242152466367,4.460382014361389
770,223,1,89,290,513,0,3393.0,15.215246636771301,4.5151700883984045
771,224,1,91,290,514,0,3402.0,15.1875,4.574474782213907
772,224,1,93,290,514,0,3408.0,15.214285714285714,4.512450602045257
773,225,1,99,290,515,0,3426.0,15.226666666666667,4.399353846446628
774,225,1,101,291,516,0,3446.0,15.315555555555555,4.247412586300821
775,225,1,100,291,516,0,3466.0,15.404444444444444,4.145433642110767
776,226,1,109,291,517,0,3495.0,15.464601769911505,4.020963469801608
777,226,1,112,292,518,0,3527.0,15.606194690265486,3.865727453629121
778,225,1,114,293,518,0,3576.0,15.893333333333333,3.766482735731378
779,226,1,122,293,519,0,3644.0,16.123893805309734,3.6096684904898697
780,227,1,120,293,520,0,3660.0,16.123348017621144,3.5581012968245656
781,226,1,120,294,520,0,3778.0,16.716814159292035,3.427928498027886
782,227,1,124,294,521,0,3901.0,17.185022026431717,3.3856700591249416
783,227,1,128,295,522,0,4028.0,17.744493392070485,3.232413896814068
784,227,1,128,295,522,0,4156.0,18.308370044052865,3.169519067788551
785,228,1,132,295,523,0,4287.0,18.80263157894737,3.0577148237668235
786,229,1,137,295,524,0,4423.0,19.314410480349345,2.907144720782899
787,228,1,141,296,524,0,4494.0,19.710526315789473,2.6913103646180927
788,227,2,143,297,524,0,4637.0,20.427312775330396,2.538680435176515
789,229,1,152,297,526,0,4787.0,20.903930131004365,2.3442419582981304
790,229,1,154,297,526,0,4941.0,21.5764192139738,2.1985339620114996
791,229,1,159,298,527,0,5099.0,22.266375545851528,2.0307172936515134
